Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
Asus vivobook i3 13th GEN Laptop,"Rs 86,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-i3-13th-gen-laptop-for-sale-colombo-86,,,,Unknown,256 SSD,"ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 20 කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !SPECIAL DISCOUNT FOR WHOLE SALE DEALERS—————————————————————CHECKING WARRANTY FOR ALL LAPTOPS—————————————————————🔸Asus vivobook i3 13th Gen Laptop💻🤗1.8Ghz  Processor🔸8GB  DDR4 Ram 🔸256GB SSD/Nvme මිල ගණන් සාකච්ඡා කර ගත හැක...▪️වසර 10 ක් අප හා රැදී සිටී පාරිභෝගික ඔබ අපගේ මෙම සේවාවන් කඩිනමින් ලබගන්න                   👉👉delivery can be arrange ▪️තරගකාරී මිල ගනන් යටතේ හොදම දේ  අඩුම මිලට ඔබට ලභාදීමට ws rupasinghe වන අප නිරන්තරයෙන් කැපවෙමු.▪️ඔබ WS Rupasinghe facebook පිටවෙහි සාමාජිකයකු නම් පරිගණක මිලදී ගැනීමෙිදී සුවිශේෂී   වට්ටම් ලාභා ගත හැක▪️Thank you for contact us. join With our face book page. Like 👍 and share  😍▪️WS Rupasinge pvt Ltd 457,Galle Road Ratmalana."
Hp Chromebook Laptop,"Rs 20,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-chromebook-laptop-for-sale-colombo-58,,,,Unknown,Unknown,"හතලිස් පස් වසරක අනගි සේවාවක් ලබා දුන් අපගේ W.S රූපසිංහ ආයතනය මගින් ලංකාවේ අඩුම මිලට නවතම මාදිලියේ පරිගණක ඔබට අපගෙන් ලබා ගත හැක.පහත සදහන් දුරකථන අංකයට Whatsapp msg එකක්  හෝ ඇමතුමක් ලබා දී ඔබගේ පරිගණක සිහිනය සැබෑ කරගන්න.... 🔸Hp Chromebook Laptop💻🤗1.8Ghz  Processor🔸2GB  DDR4 Ram දැන්ම අමතන්න තොග සීමිතයි.‼️‼️ 🔸නො. 457, ගාලුපාර, රත්මලාන."
Dell i3 11th GEN Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i3-11th-gen-laptop-for-sale-colombo-436,,,,Unknown,1 HDD,"හතලිස් පස් වසරක අනගි සේවාවක් ලබා දුන් අපගේ W.S රූපසිංහ ආයතනය මගින් ලංකාවේ අඩුම මිලට නවතම මාදිලියේ පරිගණක ඔබට අපගෙන් ලබා ගත හැක.පහත සදහන් දුරකථන අංකයට Whatsapp msg එකක්  හෝ ඇමතුමක් ලබා දී ඔබගේ පරිගණක සිහිනය සැබෑ කරගන්න.... 🔸Dell i3 11th Gen Laptop💻🤗1.8Ghz  Processor🔸4GB  DDR4 Ram 🔸1TB HDD දැන්ම අමතන්න තොග සීමිතයි.‼️‼️🔸නො. 457, ගාලුපාර, රත්මලාන."
Asus Vivobook i3 13th GEN Laptop,"Rs 85,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-i3-13th-gen-laptop-for-sale-colombo-69,,,,Unknown,256 SSD,"ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 20 කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !SPECIAL DISCOUNT FOR WHOLE SALE DEALERS—————————————————————CHECKING WARRANTY FOR ALL LAPTOPS—————————————————————🔸Asus Vivobook i3 13th Gen Laptop💻🤗1.8Ghz  Processor🔸8GB  DDR4 Ram 🔸256GB SSD/Nvme මිල ගණන් සාකච්ඡා කර ගත හැක...▪️වසර 10 ක් අප හා රැදී සිටී පාරිභෝගික ඔබ අපගේ මෙම සේවාවන් කඩිනමින් ලබගන්න                   👉👉delivery can be arrange ▪️තරගකාරී මිල ගනන් යටතේ හොදම දේ  අඩුම මිලට ඔබට ලභාදීමට ws rupasinghe වන අප නිරන්තරයෙන් කැපවෙමු.▪️ඔබ WS Rupasinghe facebook පිටවෙහි සාමාජිකයකු නම් පරිගණක මිලදී ගැනීමෙිදී සුවිශේෂී   වට්ටම් ලාභා ගත හැක▪️Thank you for contact us. join With our face book page. Like 👍 and share  😍▪️WS Rupasinge pvt Ltd 457,Galle Road Ratmalana."
Dell Latitude 5420 i5 11th Gen 256GB NVME 8GB RAM 14 Inch-Laptop,"Rs 94,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-i5-11th-gen-256gb-nvme-8gb-ram-14-inch-laptop-for-sale-colombo-91,,,,8GB,256 NVME,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි☃️💥🔥✨2026 OFFERS ✨🔥💥☃️💥✨Hurry Up Limited Stocks........⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.⭕💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ ලබාදීමට අප කටයුතු කරන්නෙමු.⭕💻DIRECT IMPORTED FROM SINGAPORE.⭕ koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත . ⭕වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/------------------------------------I mac.lk------------------------------------------------⭕ limited time offer⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි⭕ GOOD CONDITION⭕ Dell 5420- Core i5 11TH GEN + 8GB RAM /256GB NVME SSD - Laptop.⭕ Dell Latitude 5420⭕ Memory : DDR4 8GB RAM⭕ Display Type : Screen 14 INCH FULLHD SCREEN ⭕ HARD DISK- 256GB NVME SSD ⭕ Camera ; HD Webcam ⭕ WIFI : AVAILABLE⭕ WINDOWS 10 & 11 👉 03 MONTH HARDWARE WARRANTY👉 02 YEARS SERVICE WARRANTY👉📞CALL MORE DETAILS💻👉I MAC.LK 👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)..
NEC Versapro Intel Celeron X360 8GB RAM 128GB Mini Laptop,"Rs 65,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/nec-versapro-intel-celeron-x360-8gb-ram-128gb-mini-laptop-for-sale-colombo-51,,,,8GB,Unknown,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.    ⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි    ☃️💥🔥✨2026 OFFERS ✨🔥💥☃️    💥✨Hurry Up Limited Stocks........    ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.    💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.    ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.    ⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/    ------------------------------------I mac.lk------------------------------------------------     ⭕ limited time offer    ⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි    ⭕ BRAND NEW LAPTOP     🧿 BRAND – NEC    🧿 GENERATION – INTEL CELERON    🧿 MODEL – NEC VERSAPRO ( VEE11R5 )    🧿 MEMORY – 8GB RAM    🧿 STORAGE –128GB CHIP ( 64GB + 64GB )    ✔ 06 MONTH HARDWARE WARRANTY    👉📞CALL MORE DETAILS    💻👉I MAC.LK     👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
HP Victus i5 13th Gen + RTX 3050 6GB VGA / 512GB NVME SSD Laptop',"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-i5-13th-gen-rtx-3050-6gb-vga-512gb-nvme-ssd-laptop-for-sale-colombo-51,,,,Unknown,512 NVME,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි☃️💥🔥✨2026 OFFERS ✨🔥💥☃️💥✨Hurry Up Limited Stocks........⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/------------------------------------I mac.lk------------------------------------------------ ⭕ limited time offer⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි⭕ BRAND NEW LAPTOP ⭕ BRAND -HP VICTUS 15-FA1657NR⭕ PROCESSOR INTEL Core i5-13420H 13th Gen Processor⭕ RAM / MEMORY - DDR4 8GB ⭕ SSD - 512GB NVME SSD CARD⭕ SCREEN SIZE - 15.6 INCH LED IPS FULL HD (1920 x 1080) 144Hz Display⭕ GRAPHIC - NVIDIA GEFORCE RTX- 3050 6GB VGA⭕ HD WEBCAM⭕ WINDOWS 11👉01 YEAR HARDWARE WARRANTY👉02 YEARS SERVICE WARRANTY👉📞CALL MORE DETAILS💻👉I MAC.LK 👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
16GB DDR 4 Laptop RAM,"Rs 14,500","Gampaha, Computer Accessories",https://ikman.lk/en/ad/16gb-ddr-4-laptop-ram-for-sale-gampaha,,Unknown,,16GB,Unknown,16 Gb ddr4 3200 adata ram. Only 3 month used.Brand new condition.Brought from pentiumcity minuwangoda.With 3 year warranty.Laptop Ram
HP ProBook 440 G6 Laptop,"Rs 45,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g6-laptop-for-sale-for-sale-gampaha,,,,68GB,Unknown,HP ProBook 440 G68 GB RAM 256 SSD Battery Good
Asus Expertbook I5 11th Gen 8GB RAM 500GB Laptop,"Rs 120,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/asus-expert-book-i5-11gen-8gb-ram-500gb-storage-laptop-used-for-sale-kandy,,,,8GB,500 NVME,"ASUS ExpertBook B1400 – 11th Gen Core i5 | 8GB RAM | 500GB NVMe SSD | Windows 11 ProSelling my ASUS ExpertBook B1400 in very good condition. Specifications:Intel Core i5 – 11th Generation8GB RAM500GB NVMe SSDIntel Iris Xe GraphicsWindows 11 ProGood battery lifeExcellent overall conditionThe laptop is clean, well maintained, and works smoothly. Suitable for university students, office work, programming, online classes, browsing, and everyday use.Price: Rs. 120000Location: university of peradeniyaContact: Serious buyers are welcome to inspect the laptop before purchasing.ASUS ExpertBook B1400 – 11th Gen Core i5 | 8GB RAM | 500GB NVMe SSD | Windows 11 ProASUS ExpertBook B1400 ලැප්ටොප් එකක් විකිණීමට ඇත. විස්තර:Intel Core i5 – 11th Generation8GB RAM500GB NVMe SSDIntel Iris Xe GraphicsWindows 11 Proහොඳ Battery Life එකක්ඉතා හොඳ තත්ත්වයේ ඇතලැප්ටොප් එක හොඳින් නඩත්තු කර ඇති අතර කිසිදු ගැටලුවකින් තොරව smooth ලෙස වැඩ කරයි. විශ්වවිද්‍යාල සිසුන්, Office වැඩ, Programming, Online Classes, Browsing සහ සාමාන්‍ය දෛනික වැඩ සඳහා ඉතා සුදුසුයි.මිල: රු.120,000ස්ථානය: පේරාදෙණිය Number:"
Acer Aspire5 I5 13th Gen Rtx 2050 Laptop,"Rs 176,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/acer-aspire5-i5-13th-gen-rtx-2050-laptop-for-sale-gampaha,,,,512GB,Unknown,"ACER ASPIRE 5 15 A515-58GM-5253Intel Core"""" i5-13420H (13th Gen) 8-Core Gaming Processor up to 4.60 GHzCache-12MBDual Graphics - Intel@ UHD Graphics + NVIDIA Geforce RTX 2050 4GB Dedicated VGA15.6 FullHD-IPS ComfyView Display16GB  DDR4 RAM512GB PCle NVMe SSDUSB 3.2 Gen 1 Type-AUSB 3 2Gen2 Type-C (Thunderbolt 4)R.J-45Netwwrk PortBluetooth 5.1HDMIBacklit Keyboard Fingerprint ScanneeWebcamWiFi"
Hp Elitebook 640 G9 Core I5 12TH GEN 8GB RAM 256GB SSD Laptop,"Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-640-g9-core-i5-12th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-23,,,,8GB,256 SSD,"✨ Intel Core i5 12th Gen Processor✨ 8GB RAM✨ 256GB NVMe SSD✨ Built-in Webcam✨ Built-in Microphone✨ HD Audio Solution✨ Dual Integrated Stereo Speakers✨ Windows 11🛡️ 3 Months Replacement Warranty🛠️ 12 Months Service Warranty😒පැමිණීමට ප්‍රතම අවශ්‍ය අයිතම තොග තිබේදැයි විමසා බලා පැමිණීමට කාරුණික වන්න📞වැඩි විස්තර සඳහා උදෑසන 9.00 -සිට ප.ව 6.30 අතර අපව අමතන්න😛😛😛😛😛😛😛🏢Visit Our Shop at Max Core PC, 18/1/1 Rev. Saranapala Mawatha, Piliyandala 10300"
