Brand,Vehicle_Type,Title,Fuel Type,Engine (cc),Condition,Gear,Price,Location,Mileage,Options,More_Details,Listing_URL
Toyota,SUV,Toyota CHR 2020 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 15,700,000",Kelaniya,"86,943 km",https://riyasewana.com/buy/toyota-chr-sale-kelaniya-11822825
Mahindra,SUV,Mahindra Mahindra 1975 SUV (Used),Diesel,2200,Registered (Used),Manual,"Rs. 1,875,000",Gampaha,"4,576 km",https://riyasewana.com/buy/mahindra-mahindra-sale-gampaha-11822761
Honda,SUV,Honda Vezel 2014 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 9,950,000",Colombo,"160,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11822720
Toyota,SUV,Toyota Raize 2026 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 15,300,000",Matara,10 km,https://riyasewana.com/buy/toyota-raize-sale-matara-11822620
Honda,SUV,Honda Vezel 2014 SUV (Used),Hybrid,1499,Registered (Used),Automatic,"Rs. 9,650,000",Colombo,"132,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11822495
Toyota,SUV,Toyota Raize 2025 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 13,990,000",Homagama,"4,717 km",https://riyasewana.com/buy/toyota-raize-sale-homagama-11822353
Toyota,SUV,Toyota Raize 2023 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 12,000,000",Ambalangoda,"24,500 km",https://riyasewana.com/buy/toyota-raize-sale-ambalangoda-11822309
Micro,SUV,Micro Rexton 2009 SUV (Used),Diesel,2700,Registered (Used),Automatic,"Rs. 9,650,000",Rajagiriya,"187,000 km",https://riyasewana.com/buy/micro-rexton-sale-rajagiriya-11822078
Daihatsu,SUV,Daihatsu Rocky G HEV Premium 2025 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 13,600,000",Colombo,12 km,https://riyasewana.com/buy/daihatsu-rocky-g-sale-colombo-11821898
Mitsubishi,SUV,Mitsubishi Airtrek Outlander 2001 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 5,490,000",Colombo,-,https://riyasewana.com/buy/mitsubishi-airtrek-outlander-sale-colombo-11821856
Hyundai,SUV,Hyundai Santa Fe 2001 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 4,800,000",Anuradapura,"211,348 km",https://riyasewana.com/buy/hyundai-santa-fe-sale-anuradapura-11821759
Range-Rover,SUV,Range-Rover Evoque 2012 SUV (Used),Diesel,2,Registered (Used),Automatic,"Rs. 18,600,000",Kotte,"196,000 km",https://riyasewana.com/buy/range-rover-evoque-sale-kotte-11821734
Mitsubishi,SUV,Mitsubishi Outlander Premier Navi 2013 SUV (Used),Hybrid,2000,Registered (Used),Automatic,Negotiable,Pannipitiya,"170,000 km",https://riyasewana.com/buy/mitsubishi-outlander-premier-sale-pannipitiya-11725070
Honda,SUV,Honda Vezel Rs Sensing 2017 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 12,300,000",Kuliyapitiya,0 km,https://riyasewana.com/buy/honda-vezel-rs-sale-kuliyapitiya-11821160
Daihatsu,SUV,Daihatsu ROCKY HYBRID PREMIUM G 2025 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 14,300,000",Kurunegala,-,https://riyasewana.com/buy/daihatsu-rocky-hybrid-sale-kurunegala-11574100
Mitsubishi,SUV,Mitsubishi Pajero 2001 SUV (Used),Diesel,3200,Registered (Used),Automatic,Negotiable,Colombo,"160,000 km",https://riyasewana.com/buy/mitsubishi-pajero-sale-colombo-11821052
Mitsubishi,SUV,Mitsubishi Montero 2002 SUV (Used),Petrol,3500,Registered (Used),Automatic,"Rs. 12,100,000",Kurunegala,"145,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-kurunegala-11820905
Honda,SUV,Honda CRV 2003 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 7,200,000",Balangoda,0 km,https://riyasewana.com/buy/honda-crv-sale-balangoda-11820892
Land-Rover,SUV,Land-Rover Freelander 2 2011 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 10,800,000",Ragama,"108,000 km",https://riyasewana.com/buy/land-rover-freelander-2-sale-ragama-11820783
Peugeot,SUV,Peugeot 3008 2019 SUV (Used),Petrol,-,Registered (Used),Automatic,"Rs. 13,200,000",Boralesgamuwa,"39,000 km",https://riyasewana.com/buy/peugeot-3008-sale-boralesgamuwa-11820733
Nissan,SUV,Nissan Magnite 2026 SUV (Used),Petrol,1000,Registered (Used),Automatic,Negotiable,Colombo,"7,000 km",https://riyasewana.com/buy/nissan-magnite-sale-colombo-11820688
Nissan,SUV,Nissan X-trail 2013 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 9,950,000",Ja-Ela,"169,000 km",https://riyasewana.com/buy/nissan-x-trail-sale-ja-ela-11820670
Toyota,SUV,Toyota Prado 1998 SUV (Used),Diesel,2800,Registered (Used),Manual,"Rs. 11,250,000",Ja-Ela,"235,000 km",https://riyasewana.com/buy/toyota-prado-sale-ja-ela-11820585
Mercedes-Benz,SUV,Mercedes-Benz GLB 200 AMG Line Premium Plus 2020 SUV (Used),Petrol,1332,Registered (Used),Automatic,"Rs. 26,950,000",Matugama,"59,000 km",https://riyasewana.com/buy/mercedes-benz-glb-200-sale-matugama-11820433
Mitsubishi,SUV,Mitsubishi Montero 2006 SUV (Used),Petrol,3000,Registered (Used),Automatic,"Rs. 13,650,000",Galle,"195,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-galle-11820139
Nissan,SUV,Nissan X-Trail 2015 SUV (Used),Hybrid,2000,Registered (Used),Automatic,Negotiable,Moratuwa,"205,000 km",https://riyasewana.com/buy/nissan-x-trail-sale-moratuwa-11820083
Toyota,SUV,Toyota Land Cruiser Prado TX 150 2010 SUV (Used),Petrol,2700,Registered (Used),Automatic,Negotiable,Colombo,"150,000 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11820050
Honda,SUV,Honda Vezel 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,Negotiable,Embilipitiya,"138,000 km",https://riyasewana.com/buy/honda-vezel-sale-embilipitiya-11820037
Toyota,SUV,Toyota Land Cruiser 2013 SUV (Used),Petrol,2690,Registered (Used),Automatic,"Rs. 32,500,000",Pannala,"171,000 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-pannala-11819990
Honda,SUV,Honda Vezel 2015 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 10,200,000",Middeniya,"158,000 km",https://riyasewana.com/buy/honda-vezel-sale-middeniya-11819721
Mitsubishi,SUV,Mitsubishi Montero 2013 SUV (Used),Diesel,3200,Registered (Used),Automatic,Negotiable,Matale,"200,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-matale-11819716
Toyota,SUV,Toyota Land Cruiser V8 URJ202 2013 SUV (Used),Petrol,4600,Registered (Used),Automatic,Negotiable,Colombo,"198,500 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11819583
Toyota,SUV,Toyota Raize 2020 SUV (Used),Petrol,998,Registered (Used),Automatic,"Rs. 11,350,000",Dehiwala-Mount-Lavinia,"41,000 km",https://riyasewana.com/buy/toyota-raize-sale-dehiwala-mount-lavinia-11819524
Honda,SUV,Honda Vezel Z PREMIUM 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,Negotiable,Kurunegala,-,https://riyasewana.com/buy/honda-vezel-z-sale-kurunegala-11780872
Audi,SUV,Audi Q2 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 12,800,000",Colombo,"115,000 km",https://riyasewana.com/buy/audi-q2-sale-colombo-11819496
Honda,SUV,Honda CRV 2019 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 17,950,000",Kurunegala,"85,000 km",https://riyasewana.com/buy/honda-crv-sale-kurunegala-11819491
Honda,SUV,Honda Vezel Z Premium 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 19,300,000",Nittambuwa,"1,200 km",https://riyasewana.com/buy/honda-vezel-z-sale-nittambuwa-11739590
Mitsubishi,SUV,Mitsubishi Pajero 2000 SUV (Used),Petrol,1990,Registered (Used),Automatic,"Rs. 5,875,000",Matale,"200,000 km",https://riyasewana.com/buy/mitsubishi-pajero-sale-matale-11819197
Micro,SUV,Micro Rexton 2008 SUV (Used),Diesel,-,Registered (Used),Automatic,"Rs. 7,500,000",Piliyandala,1 km,https://riyasewana.com/buy/micro-rexton-sale-piliyandala-11819119
Daihatsu,SUV,Daihatsu Rocky G HEV Premium 2025 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 13,775,000",Kandy,300 km,https://riyasewana.com/buy/daihatsu-rocky-g-sale-kandy-11818418
Suzuki,SUV,Suzuki Jimny JB23-W 2016 SUV (Used),Petrol,650,Registered (Used),Automatic,"Rs. 7,550",Gampaha,"86,000 km",https://riyasewana.com/buy/suzuki-jimny-jb23-w-sale-gampaha-11817580
Toyota,SUV,Toyota CHR 2018 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 13,500,000",Moratuwa,"120,000 km",https://riyasewana.com/buy/toyota-chr-sale-moratuwa-11817469
Mercedes-Benz,SUV,Mercedes-Benz G Wagon G450d 2026 SUV Brand New,Petrol,3000,Brand New,Automatic,"Rs. 175,000,000",Colombo,2 km,https://riyasewana.com/buy/mercedes-benz-g-wagon-sale-colombo-11789167
BYD,SUV,BYD Atto 3 Superior 2025 SUV (Used),Electric,-,Registered (Used),Automatic,"Rs. 19,500,000",Kandy,"10,000 km",https://riyasewana.com/buy/byd-atto-3-sale-kandy-11817378
Honda,SUV,Honda Vezel RS Premium 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 20,800,000",Colombo,2 km,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11534918
Toyota,SUV,Toyota Sienta 2025 SUV Brand New,Hybrid,1500,Brand New,Automatic,Negotiable,Colombo,7 km,https://riyasewana.com/buy/toyota-sienta-sale-colombo-11788734
Toyota,SUV,Toyota Harrier 2009 SUV (Used),Hybrid,3310,Registered (Used),Automatic,"Rs. 9,000,000",Battaramulla,"250,000 km",https://riyasewana.com/buy/toyota-harrier-sale-battaramulla-11817239
Mitsubishi,SUV,Mitsubishi Outlander 2015 SUV (Used),Hybrid,2000,Registered (Used),Automatic,"Rs. 15,650,000",Maharagama,"135,000 km",https://riyasewana.com/buy/mitsubishi-outlander-sale-maharagama-11817185
Toyota,SUV,Toyota Rush 2018 SUV (Used),Petrol,1500,Registered (Used),Automatic,Negotiable,Matale,"29,000 km",https://riyasewana.com/buy/toyota-rush-sale-matale-11817132
Toyota,SUV,Toyota Raize 2025 SUV Unregistered (Recondition),Petrol,1000,Unregistered (Recondition),Automatic,"Rs. 12,500,000",Colombo,"3,869 km",https://riyasewana.com/buy/toyota-raize-sale-colombo-11817044
Daihatsu,SUV,Daihatsu Terios 2010 SUV (Used),Petrol,1500,Registered (Used),Automatic,Negotiable,Nittambuwa,"160,000 km",https://riyasewana.com/buy/daihatsu-terios-sale-nittambuwa-11816822
Suzuki,SUV,Suzuki Vitara 1988 SUV (Used),Petrol,-,Registered (Used),Manual,"Rs. 4,000,000",Colombo,0 km,https://riyasewana.com/buy/suzuki-vitara-sale-colombo-11816675
MG,SUV,MG ZS 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 9,850,000",Moratuwa,"77,000 km",https://riyasewana.com/buy/mg-zs-sale-moratuwa-11816514
Toyota,SUV,Toyota Land Cruiser LC300 ZX 2026 SUV Brand New,Diesel,3300,Brand New,Automatic,"Rs. 117,000,000",Colombo,10 km,https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11816415
Peugeot,SUV,Peugeot GT LINE 2019 SUV (Used),Petrol,1234,Registered (Used),Automatic,"Rs. 13,300,000",Anuradapura,"145,000 km",https://riyasewana.com/buy/peugeot-gt-line-sale-anuradapura-11816185
DFSK,SUV,DFSK Glory 2016 SUV (Used),Diesel,1250,Registered (Used),Manual,"Rs. 4,000,000",Bandarawela,"290,000 km",https://riyasewana.com/buy/dfsk-glory-sale-bandarawela-11816024
Toyota,SUV,Toyota Prado 2017 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 39,000,000",Kadawatha,"53,000 km",https://riyasewana.com/buy/toyota-prado-sale-kadawatha-11815988
DFSK,SUV,DFSK Glory 330 2019 SUV (Used),Petrol,1500,Registered (Used),Manual,Negotiable,Balangoda,"92,000 km",https://riyasewana.com/buy/dfsk-glory-330-sale-balangoda-11815853
Honda,SUV,Honda Vezel Premium 2026 SUV Unregistered (Recondition),Hybrid,1500,Unregistered (Recondition),Automatic,"Rs. 20,450,000",Kadawatha,1 km,https://riyasewana.com/buy/honda-vezel-premium-sale-kadawatha-11815758
Honda,SUV,Honda CRV 2018 SUV (Used),Petrol,15000,Registered (Used),Automatic,"Rs. 15,000,000",Colombo,"147,837 km",https://riyasewana.com/buy/honda-crv-sale-colombo-11815725
Range-Rover,SUV,Range-Rover Evoque 2013 SUV (Used),Diesel,2200,Registered (Used),Automatic,Negotiable,Colombo,"91,000 km",https://riyasewana.com/buy/range-rover-evoque-sale-colombo-11815705
Mitsubishi,SUV,Mitsubishi Montero 2015 SUV (Used),Diesel,3200,Registered (Used),Automatic,"Rs. 26,500,000",Colombo,"111,997 km",https://riyasewana.com/buy/mitsubishi-montero-sale-colombo-11815672
Nissan,SUV,Nissan Magnite 2025 SUV (Used),Petrol,990,Registered (Used),Automatic,"Rs. 8,100,000",Colombo,"14,000 km",https://riyasewana.com/buy/nissan-magnite-sale-colombo-11815636
Toyota,SUV,Toyota Raize 2024 SUV (Used),Petrol,1490,Registered (Used),Automatic,"Rs. 11,900,000",Mulleriyawa,"19,000 km",https://riyasewana.com/buy/toyota-raize-sale-mulleriyawa-11815531
Nissan,SUV,Nissan X-Trail 2001 SUV (Used),Petrol,2000,Registered (Used),Automatic,Negotiable,Batticaloa,"175,000 km",https://riyasewana.com/buy/nissan-x-trail-sale-batticaloa-11815524
Kia,SUV,Kia Sorento 2013 SUV (Used),Diesel,2200,Registered (Used),Automatic,"Rs. 11,400,000",Colombo,280 km,https://riyasewana.com/buy/kia-sorento-sale-colombo-11815337
Kia,SUV,Kia Sonet GTX Plus 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,Negotiable,Colombo,-,https://riyasewana.com/buy/kia-sonet-gtx-sale-colombo-11815161
Suzuki,SUV,Suzuki Escudo 1999 SUV (Used),Petrol,1500,Registered (Used),Automatic,Negotiable,Gampaha,"250,000 km",https://riyasewana.com/buy/suzuki-escudo-sale-gampaha-11815136
Honda,SUV,Honda Vezel 2018 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 12,300,000",Colombo,"127,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11714460
DFSK,SUV,DFSK Glory I-Auto 2023 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 10,300,000",Colombo,"38,000 km",https://riyasewana.com/buy/dfsk-glory-i-auto-sale-colombo-11662950
Honda,SUV,Honda Vezel Z Grade 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 19,700,000",Nugegoda,239 km,https://riyasewana.com/buy/honda-vezel-z-sale-nugegoda-11601909
Suzuki,SUV,Suzuki SCROSS 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 9,800,000",Homagama,"124,000 km",https://riyasewana.com/buy/suzuki-scross-sale-homagama-11814812
DFSK,SUV,DFSK Glory 2016 SUV (Used),Diesel,1248,Registered (Used),Manual,"Rs. 4,250,000",Malabe,"136,615 km",https://riyasewana.com/buy/dfsk-glory-sale-malabe-11814743
Honda,SUV,Honda CRV RM 1 2012 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 9,700,000",Wattala,"251,000 km",https://riyasewana.com/buy/honda-crv-rm-sale-wattala-11814699
Audi,SUV,Audi Q2 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 12,000,000",Colombo,"78,527 km",https://riyasewana.com/buy/audi-q2-sale-colombo-11540404
Honda,SUV,Honda Vezel RS Premium 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 20,800,000",Colombo,5 km,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11534956
Toyota,SUV,Toyota Raize 4WR 2024 SUV Unregistered (Recondition),Petrol,1000,Unregistered (Recondition),Automatic,"Rs. 11,800,000",Harispattuwa,"12,384 km",https://riyasewana.com/buy/toyota-raize-4wr-sale-harispattuwa-11814627
Mitsubishi,SUV,Mitsubishi Eclipse Cross 2018 SUV (Used),Petrol,1498,Registered (Used),Automatic,"Rs. 12,500,000",Battaramulla,"137,347 km",https://riyasewana.com/buy/mitsubishi-eclipse-cross-sale-battaramulla-11814535
Mitsubishi,SUV,Mitsubishi Jonway A380 2012 SUV (Used),Petrol,1600,Registered (Used),Manual,"Rs. 6,400,000",Kandana,"165,000 km",https://riyasewana.com/buy/mitsubishi-jonway-a380-sale-kandana-11814502
DFSK,SUV,DFSK Glory I-Auto Limited 2024 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 14,500,000",Nittambuwa,"22,000 km",https://riyasewana.com/buy/dfsk-glory-i-auto-sale-nittambuwa-11814499
Kia,SUV,Kia Sorento 2012 SUV (Used),Diesel,2200,Registered (Used),Automatic,Negotiable,Colombo,"134,000 km",https://riyasewana.com/buy/kia-sorento-sale-colombo-11814496
Nissan,SUV,Nissan Murano 2005 SUV (Used),Petrol,3500,Registered (Used),Automatic,Negotiable,Colombo,"114,000 km",https://riyasewana.com/buy/nissan-murano-sale-colombo-11572424
Toyota,SUV,Toyota Prado 2015 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 33,500,000",Colombo,"104,000 km",https://riyasewana.com/buy/toyota-prado-sale-colombo-11814417
DFSK,SUV,DFSK Glory 580 2019 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 7,900,000",Malabe,"127,000 km",https://riyasewana.com/buy/dfsk-glory-580-sale-malabe-11814404
Honda,SUV,Honda CRV 2020 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 19,500,000",Pannipitiya,"46,000 km",https://riyasewana.com/buy/honda-crv-sale-pannipitiya-11814301
MG,SUV,MG ZS 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 9,200,000",Nugegoda,0 km,https://riyasewana.com/buy/mg-zs-sale-nugegoda-11814242
Mitsubishi,SUV,Mitsubishi Montero Sport 2012 SUV (Used),Diesel,2477,Registered (Used),Automatic,Negotiable,Kottawa,"139,904 km",https://riyasewana.com/buy/mitsubishi-montero-sport-sale-kottawa-11814180
Jeep,SUV,Jeep Wrangler 2016 SUV (Used),Diesel,2800,Registered (Used),Automatic,"Rs. 35,000,000",Colombo,"230,000 km",https://riyasewana.com/buy/jeep-wrangler-sale-colombo-11813957
Toyota,SUV,Toyota Raize Z 2026 SUV Brand New,Hybrid,1200,Brand New,Automatic,"Rs. 14,300,000",Nittambuwa,0 km,https://riyasewana.com/buy/toyota-raize-z-sale-nittambuwa-11813758
Audi,SUV,Audi Q7 2016 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 28,700,000",Kadawatha,"78,200 km",https://riyasewana.com/buy/audi-q7-sale-kadawatha-11813745
BYD,SUV,BYD Sealion 6 2025 SUV (Used),Electric,1500,Registered (Used),Automatic,"Rs. 21,350,000",Gampaha,"10,000 km",https://riyasewana.com/buy/byd-sealion-6-sale-gampaha-11813668
Toyota,SUV,Toyota Taisor 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,"Rs. 11,950,000",Colombo,-,https://riyasewana.com/buy/toyota-taisor-sale-colombo-11810791
Suzuki,SUV,Suzuki Fronx 2026 SUV Brand New,Hybrid,1000,Brand New,Automatic,"Rs. 11,650,000",Colombo,-,https://riyasewana.com/buy/suzuki-fronx-sale-colombo-11810796
Audi,SUV,Audi Q2 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,Negotiable,Colombo,"70,000 km",https://riyasewana.com/buy/audi-q2-sale-colombo-11812872
Honda,SUV,Honda CRV 2018 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 15,550,000",Matugama,-,https://riyasewana.com/buy/honda-crv-sale-matugama-11812864
Nissan,SUV,Nissan X-Trail 2015 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 9,750,000",Gampaha,"142,088 km",https://riyasewana.com/buy/nissan-x-trail-sale-gampaha-11812797
Toyota,SUV,Toyota Raize 2026 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,Negotiable,Negombo,4 km,https://riyasewana.com/buy/toyota-raize-sale-negombo-11812620
Micro,SUV,Micro Rexton 2013 SUV (Used),Diesel,-,Registered (Used),Automatic,"Rs. 9,000,000",Colombo,"320,000 km",https://riyasewana.com/buy/micro-rexton-sale-colombo-11812176
Toyota,SUV,Toyota Raize Z Grade 2025 SUV Brand New,Hybrid,1200,Brand New,Automatic,Negotiable,Colombo,-,https://riyasewana.com/buy/toyota-raize-z-sale-colombo-11611216
Honda,SUV,Honda Vezel RS Sensing 2016 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 11,675,000",Kurunegala,"145,000 km",https://riyasewana.com/buy/honda-vezel-rs-sale-kurunegala-11812062
Honda,SUV,Honda CRV 2018 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 17,000,000",Kegalle,"88,870 km",https://riyasewana.com/buy/honda-crv-sale-kegalle-11812029
Land-Rover,SUV,Land-Rover Defender 1976 SUV (Used),Diesel,2400,Registered (Used),Manual,"Rs. 3,850,000",Wennappuwa,"100,000 km",https://riyasewana.com/buy/land-rover-defender-sale-wennappuwa-11812007
Honda,SUV,Honda Vezel Z Premium 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 19,300,000",Colombo,4 km,https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11811988
Suzuki,SUV,Suzuki Vitara 2003 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 6,000,000",Gampaha,"221,000 km",https://riyasewana.com/buy/suzuki-vitara-sale-gampaha-11811959
Kia,SUV,Kia Sorento 2012 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 12,800,000",Kadawatha,"166,000 km",https://riyasewana.com/buy/kia-sorento-sale-kadawatha-11811934
Mitsubishi,SUV,Mitsubishi Outlander PHEV 2015 SUV (Used),Hybrid,2000,Registered (Used),Automatic,"Rs. 14,100,000",Nugegoda,"122,000 km",https://riyasewana.com/buy/mitsubishi-outlander-phev-sale-nugegoda-11811847
Honda,SUV,Honda Vezel 2016 SUV (Used),Hybrid,1490,Registered (Used),Automatic,"Rs. 10,500,000",Colombo,"133,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11811829
Toyota,SUV,Toyota Raize Z 2025 SUV Brand New,Hybrid,1200,Brand New,Automatic,Negotiable,Kiribathgoda,-,https://riyasewana.com/buy/toyota-raize-z-sale-kiribathgoda-11811739
Toyota,SUV,Toyota Raize Z Hybrid 2025 SUV Brand New,Hybrid,1200,Brand New,Automatic,Negotiable,Kiribathgoda,0 km,https://riyasewana.com/buy/toyota-raize-z-sale-kiribathgoda-11811728
Toyota,SUV,Toyota Land Cruiser 1985 SUV (Used),Diesel,3400,Registered (Used),Manual,"Rs. 8,000,000",Dambulla,1 km,https://riyasewana.com/buy/toyota-land-cruiser-sale-dambulla-11811663
Range-Rover,SUV,Range-Rover Freelander 2 2013 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 13,900,000",Matara,"160,000 km",https://riyasewana.com/buy/range-rover-freelander-2-sale-matara-11811640
Honda,SUV,Honda VEZEL Z GRADE RU3 BLACK 2014 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 9,750,000",Kalutara,"99,658 km",https://riyasewana.com/buy/honda-vezel-z-sale-kalutara-11811615
Toyota,SUV,Toyota CHR NGX 10 2019 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 16,200,000",Kurunegala,"98,500 km",https://riyasewana.com/buy/toyota-chr-ngx-sale-kurunegala-11811267
Toyota,SUV,Toyota Land Cruiser 2013 SUV (Used),Diesel,4500,Registered (Used),Automatic,"Rs. 49,500,000",Nugegoda,"282,773 km",https://riyasewana.com/buy/toyota-land-cruiser-sale-nugegoda-11811201
Subaru,SUV,Subaru XV Hybrid 2014 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 12,000,000",Colombo,"156,000 km",https://riyasewana.com/buy/subaru-xv-hybrid-sale-colombo-11811068
Mitsubishi,SUV,Mitsubishi Montero 2000 SUV (Used),Diesel,3200,Registered (Used),Automatic,"Rs. 11,800,000",Gampola,"153,000 km",https://riyasewana.com/buy/mitsubishi-montero-sale-gampola-11811055
Toyota,SUV,Toyota CHR 2018 SUV (Used),Petrol,1200,Registered (Used),Automatic,"Rs. 13,500,000",Kurunegala,"90,000 km",https://riyasewana.com/buy/toyota-chr-sale-kurunegala-11810962
Honda,SUV,Honda CRV 1996 SUV (Used),Petrol,1973,Registered (Used),Automatic,"Rs. 4,800,000",Homagama,"357,871 km",https://riyasewana.com/buy/honda-crv-sale-homagama-11809477
Kia,SUV,Kia Syros 2026 SUV Brand New,Petrol,-,Brand New,Automatic,"Rs. 13,200,000",Colombo,5 km,https://riyasewana.com/buy/kia-syros-sale-colombo-11810779
Toyota,SUV,Toyota Taisor G 2026 SUV Brand New,Petrol,1000,Brand New,Automatic,"Rs. 11,075,000",Colombo,12 km,https://riyasewana.com/buy/toyota-taisor-g-sale-colombo-11810722
Honda,SUV,Honda Vezel 2017 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 12,500,000",Colombo,"137,000 km",https://riyasewana.com/buy/honda-vezel-sale-colombo-11810724
Toyota,SUV,Toyota Lexus NH350h 2025 SUV (Used),Hybrid,2500,Registered (Used),Automatic,"Rs. 52,500,000",Nugegoda,"3,000 km",https://riyasewana.com/buy/toyota-lexus-nh350h-sale-nugegoda-11810614
BYD,SUV,BYD Atto 3 2025 SUV (Used),Electric,100,Registered (Used),Automatic,"Rs. 19,500,000",Dehiwala-Mount-Lavinia,"18,000 km",https://riyasewana.com/buy/byd-atto-3-sale-dehiwala-mount-lavinia-11810569
Mitsubishi,SUV,Mitsubishi Outlander 2013 SUV (Used),Hybrid,2000,Registered (Used),Automatic,"Rs. 11,675,000",Dehiwala-Mount-Lavinia,"198,900 km",https://riyasewana.com/buy/mitsubishi-outlander-sale-dehiwala-mount-lavinia-11810448
Nissan,SUV,Nissan TERRANO 2005 SUV (Used),Diesel,2700,Registered (Used),Manual,"Rs. 7,850,000",Battaramulla,"288,000 km",https://riyasewana.com/buy/nissan-terrano-sale-battaramulla-11810292
Honda,SUV,Honda CRV 2008 SUV (Used),Petrol,2400,Registered (Used),Automatic,Negotiable,Kandy,"170,000 km",https://riyasewana.com/buy/honda-crv-sale-kandy-11810248
Toyota,SUV,Toyota Raize 2024 SUV (Used),Hybrid,1200,Registered (Used),Automatic,"Rs. 13,750,000",Ja-Ela,"26,000 km",https://riyasewana.com/buy/toyota-raize-sale-ja-ela-11810109
Toyota,SUV,Toyota RUSH 2006 SUV (Used),Petrol,1490,Registered (Used),Automatic,"Rs. 7,200,000",Avissawella,"150,000 km",https://riyasewana.com/buy/toyota-rush-sale-avissawella-11810082
