title,Brand_Cleaned,Model_Cleaned,Storage_GB,RAM_GB,Connectivity_Cleaned,Screen_Size,Condition_Cleaned,Location_Cleaned,Price_Cleaned
Apple iPad 3 (Used),Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Badulla,10000.0
Apple iPad A16 128GB Wi-Fi,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Gampaha,115900.0
MICROSOFT Surface Go 2 Windows Tablet-Japan,Microsoft,Surface Go,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,45000.0
Lenovo TB-8505F Tablet,Lenovo,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,15000.0
Apple iPad A16 128GB Wi-Fi,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Gampaha,115900.0
Apple iPad A16 128GB WIFI,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,148900.0
Apple iPad A16 11th Gen 128GB Cellular,Apple,Ipad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,187990.0
Apple iPad A16 11th Gen 128GB WIFI,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,146990.0
iPad A16 WiFi 128GB,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Used,Colombo,119900.0
Blackview Tab 90 (Used),Blackview,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,45000.0
ONN 10.1 Pro Tablet,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Ratnapura,15000.0
Apple iPad Pro M5 11 Inch 512GB Cell,Apple,Ipad Pro,512.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,529990.0
Apple iPad Pro M5 11 Inch 256GB CELL|01,Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,439990.0
Apple iPad Pro M5 11 Inch 256GB Wi Fi,Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,403990.0
Apple iPad Pro M4 13 CELL 256GB|01,Apple,Ipad Pro,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,393990.0
Apple iPad Pro M4 11 WIFI 256GB,Apple,Ipad Pro,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,353990.0
Apple iPad Air 7 M3 11 256GB Cellular|01,Apple,Ipad Air,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,303990.0
Apple iPad Air 7 M3 11 256GB Wifi,Apple,Ipad Air,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,284990.0
Apple iPad Air 7 M3 11 128GB Cellular,Apple,Ipad Air,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,250990.0
Apple iPad A16 11th Gen 256GB Cellular,Apple,Ipad,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,239990.0
Apple iPad A16 11th Gen 256GB Wifi,Apple,Ipad,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,186990.0
TCL Tab 10 Lte 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46490.0
Samsung Galaxy S10 Lite 5G 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123499.0
Samsung Galaxy Tab A11 Plus 6GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,86999.0
Xiaomi Pad Pro 5G 8GB|256GB,Xiaomi,Mi Pad,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123990.0
Honor Pad X8a 4/128GB Tablet,Honor,Pad X8,128.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,49990.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,63999.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49499.0
Pad Pro 5G 6GB|128GB,Other,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,110490.0
Redmi pad 2 8GB|256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,91990.0
Honor Tab X7|4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46490.0
Honor Tab X8b|4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87490.0
Honor Tab X9A 8GB|256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103990.0
Oscal Pad 200 6GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,77490.0
Oscal Pad 100 8GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,68490.0
Oscal Pad 90 8GB|128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,59490.0
Oscal Pad 9 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,50490.0
Oscal Pad 7 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,50490.0
Blackview Tab Zeno 10 6GB|128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,73990.0
Blackview Tab Mega 2|4GB|256GB,Blackview,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,86490.0
Blackview Tab 60 Pro 4GB|128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,54990.0
Blackview Tab 20 WIFI 4GB|64GB,Blackview,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,36990.0
Greentel Tab A10 Pro 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,53490.0
Greentel Tab A9 Pro 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,38990.0
Samsung Galaxy Tab S10 FE Wifi 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,128990.0
Samsung Galaxy Tab A11 Plus 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,75990.0
Samsung Galaxy Tab A11 Plus 5G 8GB|256GB,Samsung,Galaxy Tab A11,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,102490.0
Samsung Galaxy Tab A11 Plus 5G 6GB|128GB,Samsung,Galaxy Tab A11,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,82990.0
Samsung Galaxy Tab A11 WIFI 8GB|128GB|01,Samsung,Galaxy Tab A11,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,58990.0
Samsung Galaxy Tab A11 8GB|128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,62990.0
Samsung Galaxy Tab A11 4GB|64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46490.0
Apple iPad Air M3 11inch 256GB,Apple,Ipad Air,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,243949.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,144499.0
Apple iPad Mini 4 32GB Wi-Fi + Cellular (Gold),Apple,Ipad Mini,32.0,3.0,4G LTE / SIM,10.0 Inch,Used,Colombo,25000.0
Tab 60 Pro 4/128,Other,Standard Tablet,128.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,59990.0
Samsung Galaxy S11 12/128GB,Samsung,Standard Tablet,128.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,204990.0
Galaxy S10 fe plus 8/128,Other,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,155990.0
Samsung Galaxy A07 6GB 128GB (Brand New),Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,42000.0
Samsung Galaxy S10 Lite 8/256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,128990.0
Samsung Galaxy S10 Lite 6/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103990.0
Samsung Galaxy S10 Plus 12/256GB with Keyboard,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,249990.0
Samsung Galaxy S11 Ultra 5G 12GB 256GB With Ai Keyboard,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,445000.0
Samsung Galaxy S10 plus 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,224990.0
Honor X8a 11 Inch,Honor,Standard Tablet,64.0,4.0,WiFi / Standard,11 Inch,Used,Colombo,43000.0
Samsung Galaxy S10 FE Plus 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,177990.0
Samsung Galaxy S11 5G 12/256GB with Keyboard,Samsung,Standard Tablet,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,339990.0
Samsung Galaxy S11 Ultra WIFI 12GB 256GB with Ai Keyboard,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,384990.0
Samsung Galaxy S10 FE 8/128GB,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy S11 ULTRA 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,390000.0
Samsung Galaxy S11 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,249900.0
Samsung Galaxy S11 Ultra 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,324990.0
Samsung Galaxy S11 Ultra 5G 12GB 512GB,Samsung,Standard Tablet,512.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,445000.0
Samsung Galaxy S11 Ultra 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,329990.0
Samsung Galaxy S11 12GB 256GB WIFI,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,245000.0
Samsung Galaxy S11 12GB 256GB 5G With Ai Keyboard,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,325000.0
Samsung Galaxy S11 12GB 128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,255000.0
Samsung Galaxy S10 Plus 5G 12GB 256GB With Ai Keyboard,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,294000.0
Samsung Galaxy S11 12GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,210000.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,264990.0
Samsung Galaxy S10 Plus 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,273000.0
Blackview Tab 90,Blackview,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Ratnapura,45000.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,229990.0
Samsung Galaxy S6 Lite 4/128GB,Samsung,Standard Tablet,128.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Samsung Galaxy S10 FE Plus 5G 12GB,Samsung,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,222500.0
Samsung Galaxy S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,179990.0
Samsung Galaxy S10 FE Plus,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,159000.0
Samsung Galaxy S10 FE 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,210800.0
Samsung Galaxy S10 Fe 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,155000.0
Samsung Galaxy S10 FE 5G 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,163000.0
Samsung Galaxy S10 Lite 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104000.0
Samsung Galaxy A11 PLUS 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103000.0
Samsung Galaxy S10 Ulta 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,269990.0
Samsung Galaxy A11 Plus 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,84000.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,63000.0
Samsung Galaxy S10 Fe 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,144990.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46000.0
Samsung Galaxy S9 FE Plus 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,155990.0
Samsung Galaxy S9 Fe 6/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,114490.0
Samsung Galaxy A11 8/128GB,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,61990.0
Samsung Galaxy A11 4/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,44990.0
Samsung Galaxy S9 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,199990.0
Samsung Galaxy Tab 8,Samsung,Galaxy Tab,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,50000.0
Tablet - Touch POS HP Tab|i5 7th Gen|8GB RAM|256GB SSD|Barcode Scanner,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Used,Colombo,69500.0
Samsung Galaxy Tab A7 Wifi,Samsung,Galaxy Tab A7,64.0,4.0,WiFi Only,10.0 Inch,Used,Matara,20000.0
Greentel A9 Pro Tab,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,30000.0
iPad Air M3,Apple,Ipad Air,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Anuradhapura,295000.0
Galaxy Tab A 7 Lite,Samsung,Galaxy Tab,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,35000.0
Samsung Galaxy S10 Lite 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy A11+ 6GB 128GB,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,86990.0
Samsung Galaxy S10 Lite 5G 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,122990.0
Samsung Galaxy S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,62990.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,45990.0
Samsung S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,123449.0
Samsung Galaxy Tab A11 8GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,63949.0
Samsung S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,222999.0
Samsung S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,205999.0
Samsung Galaxy S11 5G 12GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,255000.0
Samsung Galaxy S11 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,245000.0
Samsung Galaxy S10 Ultra 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,268500.0
Samsung Tab A11 Plus 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104499.0
Samsung Galaxy S10 Plus 12GB 256GB WIFI AI Keyboard,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,260000.0
Samsung Galaxy Tab A11 Plus 6GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,86999.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,224000.0
Samsung Galaxy S10 FE Plus 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,223000.0
Samsung Galaxy S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,179990.0
Samsung Galaxy S10 FE Plus 5G 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,183000.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,48499.0
Samsung Galaxy S10 FE 5G 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,158000.0
tab geentel,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,15000.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,154000.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,125000.0
Samsung Galaxy S10 Lite 5G 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123000.0
Samsung Galaxy S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Samsung Galaxy A11 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,61500.0
Samsung Galaxy A11 4GB 64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,45990.0
SAMSUNG TAB A11,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,54990.0
Samsung Galaxy A11 Plus 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,102000.0
Samsung Galaxy A11 Plus 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,84000.0
Tab G9 4/256,Other,Standard Tablet,256.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,44990.0
Tab mega 2 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,88990.0
Galaxy S10 fe plus 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,177990.0
Galaxy S9 fe 6/128,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,114990.0
Honor Pad X9A 16GB (8+8) 256GB,Honor,Pad X9,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Gampaha,102500.0
Blackview Tab 20 WiFi 12GB RAM 64GB 10” Tablet,Blackview,Standard Tablet,64.0,12.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,35500.0
Samsung Galaxy S11 5G,Samsung,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,338990.0
Samsung Galaxy S11 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,248990.0
Samsung Galaxy S11 12/128GB Tab,Samsung,Standard Tablet,128.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,204990.0
Samsung Galaxy S11 Ultra 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,324990.0
SAMSUNG Galaxy S10 lite 8/256GB Tab,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,128990.0
Samsung Galaxy S10 lite 6/128GB Tab,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,103990.0
Samsung Galaxy S6 Lite 4/128GB,Samsung,Standard Tablet,128.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Galaxy S10 plus 12/256 with keyboard,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,249990.0
Galaxy S10 plus 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,224990.0
Galaxy S10 Ultra 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,269990.0
Samsung Galaxy S10 Fe 12/256GB,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,144990.0
Galaxy S10 fe plus 8/128,Other,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,155990.0
Galaxy S9 fe plus 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,159990.0
Galaxy S10 fe 8/128,Other,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Galaxy S9 12/256,Other,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,199990.0
Galaxy A11 8/128,Other,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,61990.0
Galaxy A11 4/64,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,44990.0
Samcung 10 inch tablet,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10 Inch,Used,Colombo,5000.0
Apple ipad,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,7000.0
Apple iPad 11th Gen (A16) 128GB Wi-Fi,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Other,119000.0
Samsung Galaxy A7 Tab,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,35000.0
Blackview Tab 90,Blackview,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Jaffna,59000.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Gampaha,135000.0
Blackview Tab 60 Pro 4G LTE (4GB/128GB),Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Used,Ratnapura,40000.0
Xiaomi Redmi Pad 2 256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Honor Tablet X8B,Honor,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,88490.0
Xiaomi Pad Pro 8GB/256GB,Xiaomi,Mi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Honor Pad X9a 8GB/256GB,Honor,Pad X9,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Oscal Pad 100 8GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,69490.0
Oscal Pad 90 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,60490.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
Oscal Pad 7 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
Blackview Mega 2 8GB/256GB 8200mAh 01,Blackview,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,87990.0
Blackview Tab 60 Pro 4GB/128GB 7700mAh,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Greentel Tab A10 Pro,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,54490.0
Blackview Tab 20 Wifi 4GB/64GB,Blackview,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,39990.0
Greentel TAB A9 Pro 4GB/64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,40990.0
Greentel A9 Pro 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,37000.0
Ipad 2,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,9000.0
Oscal Pad 200 6GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,81990.0
Oscal Pad 100 8GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,71990.0
Oscal Pad 90 8GB|128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,57990.0
Oscal Pad 9 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46990.0
